50078,5,32.9,TRUE,0.0060939788818359375
50080,5,32.9,TRUE,0.009510278701782227
50078,2,4.8,TRUE,0.005841493606567383
50080,2,4.8,TRUE,0.006548881530761719
50078,2,5.7,FALSE,0.0053098201751708984
50080,2,5.7,FALSE,0.0061151981353759766
50080,2,5.8,TRUE,0.005612850189208984
50078,2,5.8,TRUE,0.008866071701049805
50078,6,45.6,TRUE,0.0010519027709960938
50080,6,45.6,TRUE,0.0026106834411621094
50078,2,6.7,FALSE,0.005026102066040039
50080,2,6.7,FALSE,0.0060918331146240234
50078,2,6.8,TRUE,0.00515294075012207
50080,2,6.8,TRUE,0.006021976470947266
50078,2,7.7,FALSE,0.0052912235260009766
50080,2,7.7,FALSE,0.0064716339111328125
50078,2,7.8,TRUE,0.0049474239349365234
50080,2,7.8,TRUE,0.006432533264160156
50078,7,49.0,TRUE,0.0008418560028076172
50080,7,49.0,TRUE,0.0028285980224609375
50078,2,8.7,FALSE,0.006113529205322266
50080,2,8.7,FALSE,0.006544351577758789
50078,2,8.8,TRUE,0.0060656070709228516
50080,2,8.8,TRUE,0.007158756256103516
50078,2,9.7,FALSE,0.005487680435180664
50080,2,9.7,FALSE,0.008305549621582031
50078,2,9.8,TRUE,0.0064733028411865234
50080,2,9.8,TRUE,0.006522417068481445
50078,2,10.7,FALSE,0.0057222843170166016
50080,2,10.7,FALSE,0.007567167282104492
50080,2,10.8,TRUE,0.00755620002746582
50078,2,10.8,TRUE,0.0076520442962646484
50080,2,11.7,FALSE,0.006083965301513672
50078,2,11.7,FALSE,0.006201505661010742
50078,2,11.8,TRUE,0.006207466125488281
50080,2,11.8,TRUE,0.022028684616088867
50078,2,12.7,FALSE,0.005628347396850586
50080,2,12.7,FALSE,0.00607752799987793
50078,2,12.8,TRUE,0.006053924560546875
50080,2,12.8,TRUE,0.006827354431152344
50078,2,13.7,FALSE,0.005602598190307617
50080,2,13.7,FALSE,0.0068781375885009766
50080,2,13.8,TRUE,0.00650334358215332
50078,2,13.8,TRUE,0.00784158706665039
50080,2,14.7,FALSE,0.00638127326965332
50078,2,14.7,FALSE,0.006592273712158203
50078,2,14.8,TRUE,0.0063762664794921875
50080,2,14.8,TRUE,0.00705718994140625
50080,6,54.4,TRUE,0.0033342838287353516
50080,6,53.8,TRUE,1.0352623462677002
50080,6,54.9,TRUE,0.004639863967895508
50078,2,15.7,FALSE,0.0076732635498046875
50080,2,15.7,FALSE,0.00872945785522461
50078,2,15.8,TRUE,0.00584864616394043
50080,2,15.8,TRUE,0.006618499755859375
50080,2,16.7,FALSE,0.007172107696533203
50078,2,16.7,FALSE,0.0074520111083984375
50078,2,16.8,TRUE,0.00738072395324707
50080,2,16.8,TRUE,0.012980937957763672
50078,2,17.7,FALSE,0.006035327911376953
50080,2,17.7,FALSE,0.0072231292724609375
50078,2,17.8,TRUE,0.007877111434936523
50080,2,17.8,TRUE,0.008239507675170898
50078,2,18.7,FALSE,0.006663322448730469
50080,2,18.7,FALSE,0.006819248199462891
50078,2,18.8,TRUE,0.0055484771728515625
50080,2,18.8,TRUE,0.00873255729675293
50080,7,58.0,TRUE,0.0039975643157958984
50078,2,19.7,FALSE,0.00613093376159668
50080,2,19.7,FALSE,0.008360624313354492
50080,2,19.8,TRUE,0.0069332122802734375
50078,2,19.8,TRUE,0.007657051086425781
50078,2,20.7,FALSE,0.006328105926513672
50080,2,20.7,FALSE,0.00817561149597168
50078,2,20.8,TRUE,0.007352352142333984
50080,2,20.8,TRUE,0.007299900054931641
50078,2,21.7,FALSE,0.007271528244018555
50080,2,21.7,FALSE,0.0075647830963134766
50078,2,21.8,TRUE,0.006459712982177734
50080,2,21.8,TRUE,0.006943225860595703
50078,2,22.7,FALSE,0.006536245346069336
50080,2,22.7,FALSE,0.013763666152954102
50078,2,22.8,TRUE,0.006169319152832031
50080,2,22.8,TRUE,0.007237911224365234
50078,2,23.7,FALSE,0.005709409713745117
50080,2,23.7,FALSE,0.006913185119628906
50078,2,23.8,TRUE,0.006280183792114258
50080,2,23.8,TRUE,0.008597850799560547
50078,2,24.7,FALSE,0.007395744323730469
50080,2,24.7,FALSE,0.007466316223144531
50078,2,24.8,TRUE,0.009348630905151367
50080,2,24.8,TRUE,0.010281085968017578
50080,2,24.4,TRUE,1.0287790298461914
50080,2,25.7,FALSE,0.006986141204833984
50078,2,25.7,FALSE,0.006981372833251953
50078,2,25.8,TRUE,0.0063974857330322266
50080,2,25.8,TRUE,0.006911277770996094
50078,2,26.7,FALSE,0.007208824157714844
50080,2,26.7,FALSE,0.008069038391113281
50080,2,26.8,TRUE,0.007089376449584961
50078,2,26.8,TRUE,0.007601737976074219
50078,2,27.7,FALSE,0.014252185821533203
50080,2,27.7,FALSE,0.015708446502685547
50078,2,27.8,TRUE,0.006761789321899414
50080,2,27.8,TRUE,0.00831747055053711
50078,2,28.2,TRUE,0.006920337677001953
50080,2,28.2,TRUE,0.010002851486206055
50078,2,28.7,FALSE,0.007277727127075195
50080,2,28.7,FALSE,0.00735926628112793
50078,2,28.8,TRUE,0.006324052810668945
50080,2,28.8,TRUE,0.008443593978881836
50078,7,64.7,TRUE,0.0026955604553222656
50078,2,29.7,FALSE,0.00748753547668457
50080,2,29.7,FALSE,0.008300542831420898
50078,2,29.8,TRUE,0.006223201751708984
50080,2,29.8,TRUE,0.007508516311645508
50078,2,30.7,FALSE,0.006232738494873047
50080,2,30.7,FALSE,0.006953239440917969
50080,2,30.8,TRUE,0.007007122039794922
50078,2,30.8,TRUE,0.0069119930267333984
50080,2,31.2,TRUE,0.008483171463012695
50078,2,31.7,FALSE,0.0061893463134765625
